line_id	source	true_label	pred_label	is_correct	confidence	category	tags
1438	인권침해..참 말이좋다이 그럴꺼면 더 조심하고 다니든가 자긴 인권침해면 그로인해 감염된 사람들은 어쩔	0	2	False	0.7822	NORMAL	N/A
1444	페라리 향수 쓴다조타	0	2	False	0.5984	NORMAL	N/A
1447	일베 논란 예약꼭 성공해라 ㅋㅋ	0	2	False	0.8481	NORMAL	N/A
1457	주식부자 이재명도 전라도 기업 주식은 하나도 없더라	0	2	False	0.9097	NORMAL	N/A
1460	잘가라~~	0	2	False	0.4991	NORMAL	N/A
1467	강간당하구좋지머	1	2	False	0.838	SLUR	N/A
1468	너도 가해자다. 책임지고 낱낱이 사실 밝혀라. 변호사 대동해서 피해갈 생각 하지말고. 공무원으로써 소명을 다하길	0	2	False	0.6488	NORMAL	N/A
1477	한남충들 군무 더럽노 방법은 하나다 재기해라	1	2	False	0.5306	GENDER/SLUR	N/A
1479	한국인이 일본인들 보고 속을 알 수 없는 사람들 이런 말이 넌센스지	0	2	False	0.7934	NORMAL	N/A
1485	이야~ 경향 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	2	False	0.7327	NORMAL	N/A
1490	의사들 수가 목사들 수 절반만 되어도 의료공백은 없을텐데	0	2	False	0.5309	NORMAL	N/A
1491	강원도는 빙결 저항경상도는 화상 저항전라도는 냄새 저항	0	2	False	0.8917	NORMAL	N/A
1515	ㅋㅋㅋㅋㅋ미친놈아니놐ㅋㅋㅋㅋㅋㅋ와 진심 빨리 재기 좀	1	2	False	0.734	SLUR/COMMUNITY	N/A
1523	작년 10월에 바이러스 시뮬레이션 왜 했는지 부터가 궁금하다. 아직 바이러스 알려지지도 않았을 때인데 말야.	0	2	False	0.5019	NORMAL	N/A
1527	웃음만 나와   왜그럴까 이유를 알기때문이지	0	2	False	0.4985	NORMAL	N/A
1535	강제북송 시켜야된다 저새끼들은 총살을 당하던 벌집이돼서 거름이되던 상관할빠아님	2	1	False	0.6417	SLUR/RACISM	N/A
1541	사회적 합의와 정확한 통계와 근거를 가지고 법적인 절차를 공정하게 이해하여 학생인권조례재정해라. 성소수자의 범위와 통계를 제시 하고 문제점도 제시하라.	0	2	False	0.64	NORMAL	N/A
1549	저거 시계야 지금 7시네 ㅋㅋㅋㅋ	0	2	False	0.6204	NORMAL	N/A
1559	이런거 안보고 싶은데 그냥 조용히 키워라. 뭐 애같고 장사하는것도 아니고. 쯧	0	2	False	0.7853	NORMAL	N/A
1560	제발목사부부는죽게하여주시옵소서!	1	2	False	0.5562	RELIGION/SLUR	N/A
1579	한국에서 오래 살아서 한국 시민권 얻으면저사람이 고소 가능할텐데 말 아껴서 쓰자	0	2	False	0.5032	NORMAL	N/A
1584	은지원 표정 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	0	2	False	0.6136	NORMAL	N/A
1593	우리도 이슬람 받아들이고 난민받아들이고해서 보지들 좀 힘들게 만들어야됨	2	1	False	0.5871	GENDER/SLUR/RELIGION	N/A
1594	몸매는 웬만한 김치녀 씹바르는데~ 뒤치기 하면서 털뽑아주면 환장할듯~	2	1	False	0.615	GENDER/SLUR	N/A
1595	씁쓸하다. 페미니 메갈이니 꼴보기싫어서 저렇게 행동했다는게 시원하다고 느끼는 지금 이런 감정자체가 씁쓸하다. 범죄를 보고도 신고를 안하는게 당연시 되다니...정신차려야되 여자든 남자든 상식적인 세상으로 돌아왔으면 좋겠다.	0	2	False	0.7243	NORMAL	N/A
1601	집엔 사랑하는 아빠와 오빠, 남동생이 있건만. . . 혐오를 넘어 질서를 세우자.	0	2	False	0.6063	NORMAL	N/A
1604	으 소름 불반도 한남충들싹 재기해버려라익이 내가졸업한머학도 성추행교수놈 있다던데 으ㅡㅡ	1	2	False	0.5458	GENDER/SLUR/COMMUNITY	N/A
1615	하트감성 무시ㄴㄴ	0	2	False	0.8949	NORMAL	N/A
1620	부모는 자식의 거울이다 훌륭한 부모님께 사랑 많이 받고 자라서인지 자존감이 월등하군요 30호님 매력이 넘쳐요 팬 됐쓰요	0	2	False	0.6343	NORMAL	N/A
1624	통찰 ㅅㅌㅊ 글은 워추노 냄져들 몰살시키고 보토피아를 구축하여 행복한 나와 그 행복에 보탬이 되는 환경을 만들어야 하노	1	2	False	0.582	GENDER/SLUR/COMMUNITY	N/A
1627	은행창구에는 리얼돌 세워놔도 수입변화 지장없자너피싸개들 왜뽑음?	1	2	False	0.7448	GENDER/SLUR	N/A
1633	중간에 재기아니냐ㅋ 자지들은 늙어도 후장임신도 잘되고 대체 어딜봐서 저출산국가노	2	1	False	0.5687	GENDER/SLUR	N/A
1648	Vote Nigger Again!	1	2	False	0.6632	RACISM	N/A
1653	그냥 하지마........ 욕 안 하고 안 하면 될 것을..............	0	2	False	0.593	NORMAL	N/A
1664	좋은 정보 ㄱㅅ	0	2	False	0.5749	NORMAL	N/A
1667	저건 뭐 피해주는것도 아닌데 하든가 말든가	0	2	False	0.5244	NORMAL	N/A
1675	아니 그보다 지갑에 마카롱이 들어가...? 지갑이 무슨... 지갑이 아니라 가방 아닐까..	0	2	False	0.561	NORMAL	N/A
1698	1:10 끝장토론 함보자... 주의원 한번 해보겠다며?	0	2	False	0.6132	NORMAL	N/A
1702	쌍도멸망소취	2	1	False	0.4949	REGIONAL/SLUR	N/A
1705	만화 용오 에서 비슷한 장면이 온갖 고문에도 난 절대 입을 열지 않겠다고 여기서 죽으면 난 천국에 간다고 버티던 사람을 고기스튜 떠서 먹이겠다고 하니깐 사람이 변함...	0	2	False	0.9116	NORMAL	N/A
1708	왐마 전남이여? 솔찮헐시	0	2	False	0.5547	NORMAL	N/A
1722	걍 벌금 ㄱㄱ	0	2	False	0.6485	NORMAL	N/A
1725	행동력보소ㅋㅋ ㄱㅆㅅㅌㅊ 피싸개들이 예전부터 이것저것 행동력은 좋아	1	2	False	0.8189	GENDER/SLUR	N/A
1736	아이폰은 miracamfree 이거 쓰면 됨	0	2	False	0.5545	NORMAL	N/A
1739	난 개안아요	2	0	False	0.516	NORMAL	N/A
1740	좀만더크면 좆집으로쓰려고하는거임 게이새끼들	1	2	False	0.7478	LGBTQ/SLUR	N/A
1762	부부 모두 구속시켜라. 미살인죄로다	0	2	False	0.7726	NORMAL	N/A
1767	충분히 모를수가 있다고 생각하는데?여행사를 이용해서 갔기 때문에 근데 아마 여행사측에서는 알고있었겠지참고로 저지역에서 성지순례를 하는개 아니라 이스라엘도 들어가는 길목이라고 하더라	0	2	False	0.4965	NORMAL	N/A
1771	90년대 초반까지는 흔하게 쓰이던 말인데 어느순간 사라짐	0	2	False	0.505	NORMAL	N/A
1774	앞똥놈들 좆물로 소설쓰고 있노 현실은 부랄쪼그라들어서 보지 눈도 못쳐다보는 ㅈㅎㅌㅊ 좆놈들이ㅋㅋ	2	1	False	0.5575	GENDER/SLUR/COMMUNITY	N/A
1776	이얘기 10 년 전으로 가서 우리 집사람 한테 좀 해줘라	0	2	False	0.6525	NORMAL	N/A
1787	홍어들 쟤네들 강간할려다가 쳐맞음ㅊ쟤네들은 지네들이 원하는 섹스가 아니면 여전사 빙의해서 칼들고 설친다 홍어들 강간못함	2	1	False	0.511	REGIONAL/SLUR	N/A
1798	독방 ㅇㅈ?	0	2	False	0.5471	NORMAL	N/A
1800	30대 초중반 애엄마 특징 젖골 안가려서 훔쳐보기 개꿀	1	2	False	0.9004	GENDER/SLUR	N/A
1801	이춘식(98) 세뱃돈 줫다뺏어 추태	0	2	False	0.8915	NORMAL	N/A
1817	그냥 나라 없애자	0	2	False	0.745	NORMAL	N/A
1830	차별금지법의 내용을 모르는 사람이  너무 많아요~~ 내용을 모르니 뭐가 문제인지도 모르고  왜 반대하는지도 모르고 오히려 왜  반대하냐고 ...ㅜ	0	2	False	0.5215	NORMAL	N/A
1837	전라도 = 광주 = 인천 = 부산 = 대구 ㄹㅇㅍㅌ ㅂㅂㅂㄱ	0	2	False	0.911	NORMAL	N/A
1852	착한 팀킬 ^오^	0	2	False	0.9148	NORMAL	N/A
1853	다른곳에 잘못 흘러가는 세금이나 잡으세요. 좋은일하는분들한테 더 주지는 못할망정!!애하나 하루 키우기도 힘들다!	0	2	False	0.598	NORMAL	N/A
1859	어떻게 먹으면 45분 동안 급하게 먹냐? ㅋㅋㅋㅋㅋㅋㅋ특별한 곳도 아닌거 같은데 45분동안 밥먹는 사람이 식당 손님 걱정해주면 터질만 하겠네 ㅋㅋㅋ	0	2	False	0.6932	NORMAL	N/A
1864	근데 진짜다.혈통주의 완화 검색해봐라.애만 낳으면 전부 대한민국 국적 주는거 이미 추진 중.	0	2	False	0.6616	NORMAL	N/A
1866	지금 법 제정하려는 차별금지법은 개인의 자유까지 침범하려는 악법 중의 악법이잖아요... 절대 안돼 정말...	0	2	False	0.6155	NORMAL	N/A
1869	아 씨발 저새끼들 다 죽여 버리고 싶다. 가뜩이나 여자 짱짱맨으로 변하는 것도 짜증나 죽겠는데 똥꼬충 까지 나오면 씨발 안본다	1	2	False	0.5537	LGBTQ/SLUR	N/A
1871	버닝썬vip룸에서 약먹이고 성폭행한 가해자는 수사한다는말이 아예없네 쓸데없는 연예인만 잡냐! 공수처설치해서 수사권과기소권으로 고위공직자범죄도 처벌하라	0	2	False	0.8407	NORMAL	N/A
1873	음...젠더가 나쁜건아닌데 굳이 여대? ㅜ 여대면 너무 편하게 생각될것같은데 편견있는 사람들은 속는기분? 기숙사라던지 친구들과 여행이라던지 등등 여대라 편하게 생각할 학우들에게는 좀 실례아닌가 입학후 난 트렌스젠더야! 라고 알리고 다닐것 아니면 좀 ...	0	2	False	0.6631	NORMAL	N/A
1883	남성도 태아초기에는 전부 여성인데 남성이 여성일 때의 기질을 버리는 게 쉽지 않지.	0	2	False	0.5155	NORMAL	N/A
1895	ㅇㄱㄱㅆㄹㅇ이노..후팔 사이 안좋은 자댕이 새끼 하나 있었는데 그 회사내에서도 왕따였노 일때문에 어쩔 수 없이 말 걸어줬더니 지한테 관심있는줄 알더노... 진짜 한남들 거울 좀 보고 한강이나 가라 좆팔	1	2	False	0.697	GENDER/SLUR/COMMUNITY	N/A
1896	일부다처제 해서 부인들끼리 합심으로 죽이면 재밌겠노 ㅋㅋㅋㅋ완전범죄 가능할거같다고 보노 하용가?	1	2	False	0.7447	SLUR/COMMUNITY	N/A
1902	수술로 자궁 적출한 여성이 남성이 되는 게 아닌것은 당연한데 왜 냄져가 고자되면 여자취급을 해줘야하노? 흑좆나 웃기노ㅋㅋㅋㅋ다 죽여버려야한다 이기	1	2	False	0.5181	LGBTQ/GENDER/SLUR/COMMUNITY	N/A
1905	어지간하다 ㅎㅎ 적당히 하자	0	2	False	0.5175	NORMAL	N/A
1907	그래도 지잡ㄷㅐ 나온 년 보다는 이대 나온년 따먹고 싶다 이기	1	2	False	0.7468	GENDER/SLUR/COMMUNITY	N/A
1914	네들은 됐고 난민 로린이만 데리고 오고 싶다 일게이들한테 하나씩 나눠주면 맛있는것도 먹여가면서 잘키울건데	1	2	False	0.7539	AGE/RACISM/SLUR/COMMUNITY	N/A
1935	홍홍따리 홍홍따~	0	2	False	0.7039	NORMAL	N/A
1941	후장친구가 하다가 죽는 걸 봐도 그 맛을 못잊어서... 참 미개하다 똥꼬충들이 에이즈 동물들한테 옮아서 인류한테 아직도 옮기고 다니고 있다	1	2	False	0.5311	LGBTQ/SLUR	N/A
1953	난민 찬미가이구만,	0	2	False	0.5669	NORMAL	N/A
1973	<위험> 당신은 지금 전라도 작전 제2장'경상도나 전라도나' 전술에 선동당하고 있습니다	0	2	False	0.9294	NORMAL	N/A
1977	"""헐리우드 로맨스 영화 보는 여자한테 문둥병자 남자가 나타나서 """"나도 남자니까 나 좋아해야하는데 왜 안 좋아하냐 영화보는 여자 싫다"""" 이러는 식 ㅋㅋ"""	0	2	False	0.9127	NORMAL	N/A
1982	저 자리 가기엔 너무 젊은데시장은 미어터지게 좁고 통번대 출신은 예전보다 많은데 1세대가 아직도 현역이라 교수 연줄 아니면 절대로 못 간다어디 얼굴 좀 비출 정도면 채소 40대 후반이 보통임	0	2	False	0.6554	NORMAL	N/A
1988	개독이나이슬람이나한국은 개독 새끼들 부터 싸그리 말살해야한다	1	2	False	0.6791	RELIGION/SLUR	N/A
1990	대단하긴 하다 멀 어케 구워 삼길래	0	2	False	0.6191	NORMAL	N/A
1991	보지때리면 고추때린것처럼아프냐?	2	1	False	0.5694	GENDER/SLUR	N/A
1998	#Prayforkorea	0	2	False	0.4924	NORMAL	N/A
2005	애새끼 면상보니. 파오후한테 강간당했네	1	2	False	0.7869	SLUR	N/A
2019	이젠 목사가 하나님 믿는자로 안보인다 사이비 집단 교주로만 보인다	0	2	False	0.6894	NORMAL	N/A
2023	뜰딱 = 짱깨	1	2	False	0.8836	AGE/RACISM	N/A
2031	예수님 안 믿으면 지옥간다 기독교를 열심히 믿는 나라는 선진국 된다	0	2	False	0.6141	RELIGION/NORMAL	N/A
2035	가명을 알려주는게 불리하게 작용할 수도 있지 않나?가명을 썼다는거 자체가 성추행 또는 성폭행 의도가 있었다 라고 할 수도 있잖아	0	2	False	0.5294	NORMAL	N/A
2037	이 나라의 미래를 보려거든 고개를 들어 서두원을 보라	2	0	False	0.558	NORMAL	N/A
2040	남자에게 능력을 갖추라고 하는것이나 여자에게 예뻐지기 위해 노력하라는거나! 재밌게 살기 위해서는 둘다 맞는 말임	0	2	False	0.6013	NORMAL	N/A
2043	....니보지 허벌보지라는 생각은 안했노?	1	2	False	0.603	GENDER/SLUR	N/A
2052	퀴어는 무슨. 씹faggot 새끼들	1	2	False	0.8547	LGBTQ	N/A
2070	야 너련 능력자다 저 글 올라온지 을매나 됐다고 벌써 이런 쌉고퀄리티 로고가 나와벌이노 보지들 스피드가 한남 도태하는 스피드 따라잡노 껄껄	1	2	False	0.7357	COMMUNITY/GENDER	N/A
2072	하여간 무슬림이랑 짱깨는 인종청소라는 개념이 왜 있는 것인지 설명해주는 인류말종들	1	2	False	0.5665	RACISM	N/A
2073	일반화의 오류를 범하네 개슬람 병신 모자란 알라씨발노무 새끼가 ㅋ	1	2	False	0.7811	RELIGION	N/A
2087	근데 탈북하면 남아있는 탈북자 가족은 다 사형아니냐?	0	2	False	0.7245	NORMAL	N/A
2088	천주교부터 다 학살하자	1	2	False	0.5275	RELIGION	N/A
2092	진심 한남들 심각하게 운동안하노 진짜 근육있는 새낄 제대로 못봤노 그나마 예전엔(원빈 똥방신끼 세대) 남배우 좆돌 안가리고 초콜릿 복근 식스팩 뭐뭐 열풍이기까진 했는데 요샌 무작정 착즙의 향연에 평균수준이 갈수록 더 구려지는거 같노 도태각이 몹시 날카롭다 이기	1	2	False	0.7599	GENDER/COMMUNITY	N/A
2101	ㅎㅎㅎㅎㅎ오윾남 니 주변 다 웜련~~~ 지가 마치 여자를 만날 수 있는 줄 착각하는 한남충 독백글 잘봤노	1	2	False	0.8763	COMMUNITY/GENDER	N/A
2107	ㄹㅇ 한남틀딱이 딸 냄편으로 한남보다 대만계를 더 좋아한다고 한 뉴스도 있었노	1	2	False	0.8387	GENDER/AGE/COMMUNITY	N/A
2108	이 분 개쌍도쌍도 까면 홍어인데, 홍어 까는 건 쌍도가 아닐 수도 있음기적의 쌍도논리 ㄷㄷ	1	2	False	0.8561	REGIONAL	N/A
2109	저 유충들 커봐야 지금40대 개좆같은병신될꺼 뻔하노	1	2	False	0.7137	AGE/COMMUNITY	N/A
2117	저런 좃병신 새끼들은 어디가면 보냐?아직 내 주위에선 못봐서 궁금하다이기	1	2	False	0.8585	COMMUNITY/SLUR	N/A
2125	첫번째 자댕놈 비위상하노	1	2	False	0.7107	GENDER/COMMUNITY	N/A
2130	논리로 안될거다이기 감정이 이미 그런것을... 위엣련이 말한것처럼 니가 안이쁘고 안잘나봤기때문에 막연히 그렇게 생각하는거라고 말해주고 더이상 연락하지마라	1	2	False	0.9164	COMMUNITY/GENDER	N/A
2131	한국은 이런 어려운 문제를 그냥 불법으로 묶어두고 덮어버리는 경향이 있는 것 같습니다... 성 산업 역시 양지로 끌고와서 법의 테두리 안에 두어야 한다고 봅니다.	0	2	False	0.6329	NORMAL	N/A
2133	아니 보복부에서 마한걸 가짜뉴스라니..	2	0	False	0.4966	NORMAL	N/A
2140	죽여버리고싶노 저딴걸영화라고만드냐	1	2	False	0.7918	SLUR/COMMUNITY	N/A
2141	주작이 아니라면짱개+그 성별+워마드 ㄹㅇ 혼돈의 카오스 그 자체네 ㅋㅋㅋ	1	2	False	0.889	RACISM/GENDER	N/A
2142	주 예수보다 더 귀한 것은 없네 이 세상 명예와 바꿀 수 없네 이전에 즐기던 세상일도 주 사랑하는 맘 뺏지 못해세상 즐거움 다 버리고 세상 자랑 다 버렸네주 예수보다 더 귀한 것은 없네 예수밖에는 없네	0	2	False	0.7757	NORMAL	N/A
2144	동성애자같은 사회적 변태소수자들 봐주면 안되는이유가교제허용하면 결혼허용해달라하고, 결혼 허용해주면 또 입양도 허용해달라고하는 정신병자들임Pc충들은 그냥 다 정신병자야	1	2	False	0.7954	LGBTQ	N/A
2151	워마드도 너무 소프트하노 페미코인 페미딥웹 만들어서 자지들처럼 쇼린이 포르노 살인청부 여혐 사이트 해킹도 해야되는데 미러링이 아직 원본을 못따라가노	1	2	False	0.5478	COMMUNITY/GENDER	N/A
2152	무슬림 장애력 ㅍㅌㅊ?	1	2	False	0.8797	RELIGION/SLUR/COMMUNITY	N/A
2154	개독이 아무리 쌍욕을 먹어도 호모새끼들 절대 인정 안하는것 하나만큼은 킹정해줘야됨	1	2	False	0.9	RELIGION/LGBTQ	N/A
2160	대한민국의 미래 급식베츙이 응원한다	1	2	False	0.902	AGE/COMMUNITY	N/A
2164	한국인이면 짱깨한테 좋은감정이 잇을리가 있냐 전라도는 외국이니 제외하고	1	2	False	0.8845	RACISM/REGIONAL	N/A
2169	아군이였네.	2	0	False	0.5542	NORMAL	N/A
2173	자지들은 왜 저렇게 멍청할까?	1	2	False	0.5084	GENDER	N/A
2175	재기영기민기 ㄲㄲㄲ 다음은 상기 가자 이니야	1	2	False	0.4978	COMMUNITY	N/A
2177	보지년들 존나 무식한거보소 ㅋㅋㅋㄱㅋ	1	2	False	0.7431	GENDER	N/A
2179	제발 방구석 일베에서만 지랄하지말고 나가서 기름이라도 몸에 부어 바꾸고 싶으면 !!!!!!	1	2	False	0.776	COMMUNITY/SLUR	N/A
2180	저게 어쩌면 저들이 살아남는 법일지도 모름	2	0	False	0.5017	NORMAL	N/A
2181	존나 어거지전라도 홍어 새끼들의 한계	1	2	False	0.8045	REGIONAL	N/A
2187	인도냐? 미간에 꿈꿈파우더 쳐바르고 손으로 쳐먹는거	1	2	False	0.7175	RACISM	N/A
2188	인천 = 짱깨	1	2	False	0.9269	RACISM/REGIONAL	N/A
2197	1. 보지값존나비쌈. 2. 인력부족이 아니고 걍 단속 안하는거. 관청이 또 거짓말하네.ㅋ 3. 한국남자들이 이용하는 매춘은 존나 처벌 단속 하면서 외국남자들이 하는건 처벌안하고 단속안함. ㅋㅋ 이게 남한.ㅋㅋ	1	2	False	0.7965	GENDER/RACISM	N/A
2209	그러케 당하고도 모르냐 결국 홍어본색 드러 낼꺼다	1	2	False	0.927	REGIONAL	N/A
2210	이슬람은 정신병으로 안내하는 개잡교리이고, 무슬림은 정신병자들이다.	1	2	False	0.8168	RELIGION	N/A
2217	작년에 그렇게 아묻따 보지뽑으랬는데도 정신못차리고 쌍도틀딱 이니뽑은 것들 때문에 완벽한 자지독재국됐노. 뒤늦게나마 쎄한거 눈치챈년들이라도 끌어모아서 좆불시위 열어야된다이기 재앙이 탄핵시켜야되노	1	2	False	0.5722	COMMUNITY/GENDER/REGIONAL	N/A
2218	이목구비 진한 게 왜 인기 없는지아냐?김치년들 지들이 모두 무쌍꺼풀인데 쌍수해서 나중에 애낳으면무쌍꺼풀 실눈을 남편탓하기 좋아서 그래 ㅋㅋㅋㅋㅋㅋㅋ순진하네 한남들ㅋㅋㅋㅋ	1	2	False	0.7649	GENDER	N/A
2220	SNS에서의 표현은 현실보다 공연성이 있고 정확한 증거가 되므로 법적 처벌을 강화해야 된다고 봅니다.	0	2	False	0.5034	NORMAL	N/A
2223	그리고 일본페미가 망햇댜는것도 뇌피셜이지 ㅋㅋㅋㅋ 김치국보다 앞서있노 일본도 페미의 승리로 고용차별금지법 통과되고 김치국보다 봊성인권 높은데 김치국 주제파악좀 ㅋㅋㅋㅋㄴ	1	2	False	0.8356	GENDER/RACISM	N/A
2225	지랄똥싸고 자빠졌노 이제껏 몰카는 남들일이었다가 갑자기 눈깔 벌개서 관음이노? 캬악 퉷	1	2	False	0.8235	SLUR/COMMUNITY	N/A
2227	휴 다행이다 성매매말고 본인능력으로 갱뱅하는놈들 존나부럽더라..	1	2	False	0.847	SLUR	N/A
2231	아니 시발 동성애자들이 티 안내고 있으니까 호모포비아들이 많지 않은거지 대놓고 저렇게 해버리면 시발 나라도 존나 동성애자 씹 극혐 스킨헤드된다	1	2	False	0.8246	LGBTQ	N/A
2235	웅앵웅앵..페미무쪄워용웅앵웅앵... 어휴..ㅂㅅ..	1	2	False	0.8028	COMMUNITY/SLUR	N/A
2236	아니시발 현실에선 머구니 창원이니 이딴곳 어디붙어있는지도 모르는사람들이 대부분인데;; 제발 서울 부산빼고는 동네이름 쓰지마진짜 특히 대구개새끼들보면 일부러지들동네 홍보하고싶어함ㅡㅡ	1	2	False	0.8655	REGIONAL/SLUR	N/A
2237	어떤구멍이든 맛만좋으면된다	1	2	False	0.5606	SLUR	N/A
2241	귀엽게 생겼는데	2	0	False	0.5718	NORMAL	N/A
2242	뭐가 맘충이야 그냥 및치ㄴ련이지	1	2	False	0.795	GENDER	N/A
2244	한남군대동아리는 좆둥이클럽이 아니노. 탄알세면서 좆전쟁소꼽장난이나 연습하는 좆둥아리 유치원이노. 대마리화나나 빨면서 비웃어줘야겠노	1	2	False	0.515	GENDER/COMMUNITY	N/A
2248	나...먼저 보지좀...	1	0	False	0.5716	GENDER	N/A
2251	즌라도에선 성희롱이 아니랑깽	1	2	False	0.9146	REGIONAL/COMMUNITY	N/A
2253	얼굴이 개씹이면 당연히 꾸미는데 많이들지 근데 그건 남자문제가아니지 시벌년아	1	2	False	0.867	GENDER/SLUR	N/A
2255	난 6.9 한남 조카만 봐도 기부니가 나쁜데 저건 어떡하노 웅앵웅	1	2	False	0.5623	GENDER/COMMUNITY	N/A
2259	전라도 뒤통수는 과학이다. 절대 믿지 마라	1	2	False	0.8473	REGIONAL	N/A
2261	역시 짱깨는 미개함 그 자체 ㅋㅋㅋ 공공장소에서 똥오줌 가릴줄도 모르노	1	2	False	0.8228	RACISM/COMMUNITY	N/A
2262	한남충들 군가 부르는거 보면 진짜 기괴함 ㅋㅋㅋ 집단 정신병 걸린거 같음	1	2	False	0.8137	GENDER	N/A
2263	틀딱들 냄새 오지네... 옆에만 가도 코가 썩는 기분	1	2	False	0.9139	AGE	N/A
2264	페미년들 다 죽었으면 좋겠노 ㅋㅋㅋㅋ 이기야	1	2	False	0.5122	GENDER/COMMUNITY	N/A
2266	경상도 통구이들 지랄하네 ㅋㅋㅋ 어묵 먹고 싶냐?	1	2	False	0.7981	REGIONAL/COMMUNITY	N/A
2270	전라도 홍어 새끼들 통수 조심해라 ㅋㅋㅋ	1	2	False	0.8048	REGIONAL	N/A
2273	한남충들 웅앵웅 하는거 보면 개웃김 ㅋㅋㅋ 피해의식 지림	1	2	False	0.8764	GENDER/COMMUNITY	N/A
2275	전라도는 외국이다. 기미도 보이지 마라	1	2	False	0.7857	REGIONAL	N/A
2280	전라도 사람들은 통수가 기본 패시브인듯 ㅋㅋㅋ	1	2	False	0.8711	REGIONAL/COMMUNITY	N/A
2282	틀딱들 냄새 오지네... 옆에만 가도 코가 썩는 기분	1	2	False	0.9139	AGE	N/A
2291	한남충들 또 시작이네 ㅋㅋㅋ 지들이 무능해서 도태된걸 왜 여자 탓을 함?	1	2	False	0.9076	GENDER/COMMUNITY	N/A
2292	역시 전라도는 홍어의 땅 ㅋㅋㅋ 뒤통수 조심해야지	1	2	False	0.7727	REGIONAL	N/A
2294	정게 틀딱, 박사모들 워마드 보빨한다고 페미니즘 옹호하기 시작했다	1	2	False	0.8429	AGE/COMMUNITY/GENDER	N/A
2301	조금만 검색해봐도 시기가 안 맞다는 거 알 수 있는데 선동되는 것들은 무뇌충이지	1	2	False	0.9361	SLUR	N/A
2302	남녀관계 폭행은 초범에 골절이나 영구 장애안생기는 범위안에는 훈방때려야 저년들이 한대씩 처맞어본 경험이 생겨 안깝치지남자한테..	1	2	False	0.7768	GENDER	N/A
2303	병신들 이순신도 충남 아산 출신이다 어휴 라도수준하곤	1	2	False	0.8916	REGIONAL/SLUR	N/A
2306	들어간이유는?	2	0	False	0.5965	NORMAL	N/A
2307	진짜 지들이 애기 건들생각 좆도없는 범죄유혹으로부터 자유로운 인간이면 저딴소리 할수가없지않노? 한남이 아무리 한남이라지만 후팔ㅋㅋㅋㅋ저건 ㄹㅇ그냥 지들이 ^나도언젠가 당할일^이라며 피해자 꽃뱀만들고 가해자에 빙의하는 클라스,,,,^^ 자혐 풀충전하고감니다.....^^	1	2	False	0.8354	GENDER/COMMUNITY	N/A
2310	실..화냐?.... 후팔..후팔..후파아아아알	1	2	False	0.8055	COMMUNITY/SLUR	N/A
2314	눈에는 눈 이에는 이~~일단 인분부터 먹이고 시작합시다~~	1	2	False	0.7648	SLUR	N/A
2320	워마드를 누가 페미사이트라 말하노 페미는 이미 온갖 꿘충에 먹혔노 만만한게 여자라 젠신병자며 게이며 다 들러붙는데 후팔 절대 안되노	1	2	False	0.8022	COMMUNITY/LGBTQ/GENDER	N/A
2322	에휴 급식충 새끼들 저런 새끼들 밥도 아깝다	1	2	False	0.875	AGE	N/A
2323	허구언날 보지가 어쩌고 자지가 어쩌고하는 니들하고 똑같은데 뭘ㅋㅋㅋㅋㅋㅋㅋ	1	2	False	0.6223	GENDER	N/A
2324	언론에서도 동성애에 대해 더 자세하게 알려줘야 합니다. 동성애는 인류애가 결코 아닙니다.	0	2	False	0.5603	LGBTQ	N/A
2327	뽐뿌 남커뮤노? 워마드 주소는 무서워서 안써놨노?ㅋㅋㅋㅋ 주소 좀 써주려고 들어갔더니 죄 한남댓글이노	1	2	False	0.9288	GENDER/COMMUNITY	N/A
2330	웃챙ㅋㅋㅋㅋㅋㅋ써먹어야겠노^느^	1	2	False	0.8875	COMMUNITY	N/A
2334	🐕판아 월급으로 🐕 똥이나 사무라~	1	2	False	0.8884	SLUR	N/A
2339	이건 개독교인이 문젠거냐? 전라디언이 문젠거냐????? 헷갈리네	1	2	False	0.9116	RELIGION/REGIONAL	N/A
2344	전라도 IP 는 볼 수 없는 글입니다	1	2	False	0.9168	REGIONAL	N/A
2345	후벌창이라고 해야맞다	1	2	False	0.5013	LGBTQ/SLUR	N/A
2351	야이 ㅂㅅ아 반일=우파다 ㅂㅅ아 우피의 근본은 우리나라를 사랑하는 애국심이있어야한다 근데 다른나라도 아니고 식민지배했던 일본을 처 빨아댄다??? 그냥 조선족 빨갱이새끼라고 보면된다	1	2	False	0.9011	RACISM/COMMUNITY	N/A
2359	영자가 틀린 말 한거 없는거 맞음 한국 사람들이 좆족, 짱개라고 하는건 짱개국 탈출해서한국이나 그 외 지역에 기생하면서 똥물 퍼뜨리는 새끼들은얘기하는거지아 화교 새끼들 포함	1	2	False	0.7938	RACISM	N/A
2360	정상인애들은 잘만 남자만나고댕기던데... 쿵쾅이들 사랑못받아봐서 오또케ㅠ	1	2	False	0.8761	GENDER/COMMUNITY	N/A
2361	운지왕이라면서 왜 운지안하노ㅋㅋ 그와중에 창조주가 사준 내복입고 찍은거보소 ㅋㅋㅋ	1	2	False	0.6104	COMMUNITY	N/A
